alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1788985357.6127,elite,75.111200028193,1787563084.6527,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Global Connectivity Solutions LLP",52.3716,4.8883,false,"Neterra Ltd",true,"North Holland",success,Europe/Amsterdam,1012,1788769180,1788985374.0952,1082,socks4,5.253.59.150:1082,true,64.900159835815,46717,35702,56.682318397457,5.253.59.150
true,1788985363.5613,elite,91.561124349103,1787560697.7715,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Global Connectivity Solutions LLP",52.3716,4.8883,false,"Neterra Ltd",true,"North Holland",success,Europe/Amsterdam,1012,1788768843,1788985373.8125,1082,socks5,5.253.59.150:1082,true,79.241991043091,17563,17310,50.362744816907,5.253.59.150
true,1788985151.4914,elite,2118.0394185984,1776088072.4399,"AS207952 Evro Telecom OOO",ET-AS,"St Petersburg",Europe,EU,Russia,RU,,true,"Evro Telecom OOO",59.9291,30.1943,false,"Evro Telecom OOO",true,St.-Petersburg,success,Europe/Moscow,195298,1788786893,1788985373.517,1080,socks4,46.8.104.176:1080,true,205.96051216125,337918,272909,55.321392145403,46.8.104.176
true,1788985358.2027,elite,2147.6784752588,1783197698.5176,"AS9121 Turk Telekomunikasyon Anonim Sirketi",TTNet,Ankara,Asia,AS,Türkiye,TR,,false,"Turk Telekomunikasyon A.S",39.9609,32.907,false,TurkTelecom,true,Ankara,success,Europe/Istanbul,06360,1788640340,1788985373.5008,4153,socks4,88.247.31.164:4153,true,283.61439704895,128142,142027,47.430312137958,88.247.31.164
true,1788981268.0769,elite,1534.7778045489,1785700486.9861,"AS42610 OJSC National Cable Networks",NCNET-AS,Moscow,Europe,EU,Russia,RU,,false,NCNET,55.683,37.6218,false,,true,Moscow,success,Europe/Moscow,,1788723204,1788985373.4874,8081,http,37.110.145.57:8081,false,166.96166992188,40600,9042,81.785584787075,37.110.145.57
true,1788914573.0506,elite,2168.8910776703,1770199771.1831,"AS397966 ReadyDedis, LLC",READYDEDISLLC,"Los Angeles","North America",NA,"United States",US,,false,"ReadyDedis, LLC",34.0549,-118.243,false,Readydedis,true,California,success,America/Los_Angeles,90009,1788927575,1788985373.0328,22222,socks5,193.25.215.182:22222,true,1017.1499252319,295584,5095,98.305501880743,193.25.215.182
true,1788985272.5054,elite,4091.4232327325,1785522073.5936,"AS16276 OVH SAS",OVH,Warsaw,Europe,EU,Poland,PL,,true,"OVH SAS",52.2372,21.0123,false,"OVH Sp. z o. o",true,Mazovia,success,Europe/Warsaw,00-002,1788545944,1788985372.9769,9052,socks4,57.128.249.250:9052,true,743.29304695129,84258,84571,49.907302655349,57.128.249.250
true,1788985369.9651,elite,2016.1707239114,1783197482.6123,"AS8866 Vivacom Bulgaria EAD",VIVACOM-AS,Sofia,Europe,EU,Bulgaria,BG,,false,"Vivacom Bulgaria EAD",42.6826,23.3223,false,"Vivacom Bulgaria EAD",true,Sofia-Capital,success,Europe/Sofia,1000,1788639275,1788985372.9005,4153,socks4,46.10.198.10:4153,true,147.93539047241,103615,147276,41.298811037462,46.10.198.10
true,1788984398.5769,elite,768.87714316469,1710541373.1267,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/New_York,22902,1788858027,1788985372.8698,3128,http,47.89.184.18:3128,true,205.99269866943,827505,164580,83.410695656118,47.89.184.18
true,1788985302.3208,elite,3882.577152361,1788709312.3065,"AS140443 PT Herza Digital Indonesia",IDNIC-HERZA-AS-ID,"East Jakarta",Asia,AS,Indonesia,ID,,false,"PT Herza Digital Indonesia",-6.2495,106.864,false,"PT SASANA TEKNOLOGI INDONESIA",false,Jakarta,success,Asia/Jakarta,13630,1788706129,1788985372.4923,1080,socks5,103.149.177.29:1080,true,1215.1961326599,5522,2768,66.610373944511,103.149.177.29
true,1788985253.4664,elite,2160.8253042635,1776078274.1852,"AS60404 Liteserver",Liteserver,Dronten,Europe,EU,"The Netherlands",NL,,true,"The Infrastructure Group B.V.",52.5378,5.6966,false,TIG,true,Flevoland,success,Europe/Amsterdam,8253,1788587908,1788985372.4538,1080,socks5,5.255.99.75:1080,true,1093.5862064362,162416,37204,81.362588918946,5.255.99.75
true,1788985372.4288,elite,1140.9781798897,1788314761.8563,"AS24086 Viettel Corporation",VIETTEL-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Group",21.0278,105.834,false,VIETTEL,false,Hanoi,success,Asia/Bangkok,,1788918728,1788985372.4288,1080,socks4,116.100.217.114:1080,true,1211.6041183472,8010,19448,29.171826061621,116.100.217.114
true,1788985372.4009,elite,9757.1567125176,1788118165.2301,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788719497,1788985372.4009,39666,socks5,45.74.31.30:39666,true,1726.7935276031,1585,6925,18.625146886016,45.74.31.30
true,1788985372.3581,elite,3739.6257575206,1697060113.4643,"AS24173 Netnam Company",NETNAM-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"NetNam Corporation",21.0184,105.8461,false,NETNAM,true,Hanoi,success,Asia/Bangkok,100000,1788567858,1788985372.3581,1080,socks4,101.96.117.164:1080,true,1236.7730140686,75002,849064,8.1165198156842,101.96.117.164
true,1788973806.5334,anonymous,1192.5356152931,1756034724.8045,"AS4788 TM TECHNOLOGY SERVICES SDN. BHD.",TTSSB-MY,"Batu Caves",Asia,AS,Malaysia,MY,,false,"ADSL Streamyx Telekom Malaysia",3.238,101.682,false,,true,Selangor,success,Asia/Kuala_Lumpur,68100,1788858591,1788985372.2615,80,http,219.93.101.62:80,false,632.32469558716,469323,40211,92.108279329741,219.93.101.62
true,1788985295.6885,elite,2820.4787037282,1783685860.8252,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Atlanta,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.7501,-84.3885,false,"Global Connectivity Solutions LLP",true,Georgia,success,America/New_York,30302,1788523241,1788985372.201,1082,socks4,147.45.60.246:1082,true,521.93474769592,185934,105427,63.815678831415,147.45.60.246
true,1788891507.0119,anonymous,443.84278094556,1787586426.8271,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Santa Clara","North America",NA,"United States",US,,true,"Google LLC",37.3834,-121.983,false,"Palo Alto Networks, Inc",false,California,success,America/Los_Angeles,95054,1788795374,1788985372.1864,8081,http,153.72.68.0:8081,false,446.40779495239,25454,7,99.972506971447,153.72.68.0
true,1788985153.3655,elite,6845.2208077689,1788938441.1861,"AS210644 AEZA GROUP LLC",AEZA-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Aeza International LTD",52.3676,4.90414,false,"Aeza Network Amsterdam",false,"North Holland",success,Europe/Amsterdam,1012,1788937108,1788985371.8506,9080,socks4,178.236.252.11:9080,true,859.66968536377,877,1229,41.642924976258,178.236.252.11
true,1788926373.8468,elite,1751.7628276718,1776081445.3312,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1497,-84.426,false,"Maximum Communications",true,Ohio,success,America/New_York,45209,1788780777,1788985371.797,36181,socks5,69.61.200.104:36181,true,2235.5034351349,302778,317,99.895412329468,69.61.200.104
true,1788938768.9616,elite,1162.9709256226,1784986909.574,"AS17252 Colocation America Corporation",AS2-COLOAM,"Los Angeles","North America",NA,"United States",US,,true,"Colocation America Corporation",34.0549,-118.243,false,"T3 Web Hosting",true,California,success,America/Los_Angeles,90009,1788613346,1788985371.7638,8081,http,67.203.23.79:8081,false,345.88170051575,70736,47,99.933599875676,67.203.23.79
true,1788985246.0303,elite,2372.937614968,1785049167.2015,"AS23724 IDC, China Telecommunications Corporation",CHINANET-IDC-BJ-AP,Yangpu,Asia,AS,China,CN,"Yangpu Qu",true,UCLOUD,31.2999,121.508,false,"Shanghai UCloud Information Technology Company Limited",true,Shanghai,success,Asia/Shanghai,,1788677484,1788985371.6941,7890,socks4,117.50.194.130:7890,true,1234.2767715454,251239,42038,85.666110878112,117.50.194.130
true,1788985283.2419,elite,2688.042856403,1784092746.7266,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Atlanta,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.7501,-84.3885,false,"Global Connectivity Solutions LLP",true,Georgia,success,America/New_York,30302,1788929724,1788985371.4281,1082,socks4,147.45.60.139:1082,true,505.67507743835,169470,93822,64.365799188733,147.45.60.139
true,1788985371.4253,elite,2571.3280275421,1776079055.8527,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2681,-79.9404,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1788781226,1788985371.4253,15291,socks5,184.178.172.25:15291,true,1993.0355548859,160097,63496,71.601973228142,184.178.172.25
true,1788985371.4195,elite,2687.941489117,1776079060.1074,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788781057,1788985371.4195,4145,socks5,184.181.178.33:4145,true,1968.799829483,133733,72158,64.953300532806,184.181.178.33
true,1788985327.6865,elite,1992.2211321724,1783253735.638,"AS15958 CETINdoo-NET",CETIN_doo_AS,Belgrade,Europe,EU,Serbia,RS,,false,"CETIN Ltd. Belgrade",44.8046,20.4637,false,"CETIN Ltd. Belgrade",true,Belgrade,success,Europe/Belgrade,,1788695247,1788985371.305,4145,socks4,109.245.110.145:4145,true,1161.7016792297,101080,147377,40.683096068937,109.245.110.145
true,1788985371.049,elite,9848.6034556919,1788947722.7132,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00221,1788944958,1788985371.049,9088,socks4,65.109.219.215:9088,true,1806.9550991058,793,940,45.758799769186,65.109.219.215
true,1788984917.5315,elite,1513.9087854714,1788424929.6689,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",false,"Grand Est",success,Europe/Paris,67630,1788423812,1788985370.9813,1080,socks5,169.58.97.115:1080,true,67.273616790771,14835,5232,73.927343399611,169.58.97.115
true,1788985210.2022,elite,3118.8390102911,1776082008.4585,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Tokyo,Asia,AS,Japan,JP,,true,"BrainStorm Network",35.6893,139.6899,false,Oneprovider.com,true,Tokyo,success,Asia/Tokyo,102-0082,1788782302,1788985370.8599,1080,socks5,103.75.118.84:1080,true,2682.7428340912,222057,15664,93.410763037342,103.75.118.84
true,1788985370.7606,elite,9601.0984420776,1788983053.81,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788984530,1788985370.7606,5276,socks5,45.74.31.42:5276,true,631.78467750549,5,15,25,45.74.31.42
true,1788983583.1948,elite,2617.6168169762,1787513849.8604,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1788721693,1788985370.6664,10801,socks5,49.13.22.249:10801,true,1212.0411396027,42565,7423,85.150436104665,49.13.22.249
true,1788985296.5859,elite,1116.074712189,1776078373.0006,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1788435100,1788985370.4939,17002,socks5,192.111.130.5:17002,true,886.4963054657,84052,75620,52.640412846335,192.111.130.5
true,1788985370.4813,elite,3198.4028476879,1783226648.445,"AS262391 ACESSOLINE TELECOMUNICACOES LTDA","ACESSOLINE TELECOMUNICACOES LTDA",Chapecó,"South America",SA,Brazil,BR,,false,"Acessoline Telecomunicacoes Ltda",-27.1214,-52.6604,false,"Acessoline Telecomunicacoes Ltda",true,"Santa Catarina",success,America/Sao_Paulo,89800,1788668950,1788985370.4813,5432,socks4,190.89.104.88:5432,true,2039.3137931824,111977,147241,43.198003225085,190.89.104.88
true,1788985370.4577,elite,2315.026109574,1783188459.7046,"AS20771 Caucasus Online Ltd.",CAUCASUS-CABLE-SYSTEM,Tbilisi,Asia,AS,Georgia,GE,,false,"Caucasus Online Ltd.",41.6959,44.832,false,"Caucasus Online Ltd",true,Tbilisi,success,Asia/Tbilisi,,1788631801,1788985370.4577,4153,socks4,85.117.32.166:4153,true,1284.6260070801,110111,147718,42.706987964891,85.117.32.166
true,1788984981.3132,elite,2879.4515151138,1787295386.4697,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,false,"Alibaba.com LLC",true,"North West",success,Asia/Singapore,858877,1788503622,1788985370.4311,1080,socks5,47.237.138.184:1080,true,971.63248062134,17132,21709,44.1080301743,47.237.138.184
true,1788985308.4769,elite,4236.2145547253,1776089068.4563,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Seoul,Asia,AS,"South Korea",KR,,true,"Oracle Corporation",37.5985,126.9783,false,"Oracle Cloud Infrastructure (ap-seoul-1)",true,Seoul,success,Asia/Seoul,02878,1788787610,1788985370.1437,3128,socks4,152.70.237.238:3128,true,2156.6185951233,283407,301676,48.438768516604,152.70.237.238
true,1788985318.8881,elite,3531.2918267457,1783220824.8118,"AS4750 CS LOXINFO PUBLIC COMPANY LIMITED",CSLOXINFO-AS-AP,"Huai Khwang",Asia,AS,Thailand,TH,"Khwaeng Huai Khwang",false,sinokor1,13.7697,100.574,false,"Sinokor Merchant Marine (Thailand) Co., Ltd.",true,Bangkok,success,Asia/Bangkok,10320,1788661143,1788985370.1364,1080,socks4,203.172.120.179:1080,true,2176.4736175537,148488,137655,51.892934651555,203.172.120.179
true,1788984909.203,elite,2344.452826264,1776087115.3477,"AS43940 Drustvo za telekomunikacije MTEL DOO",MTEL-AS,Bar,Europe,EU,Montenegro,ME,,false,"Drustvo za telekomunikacije ""MTEL"" DOO",42.0943,19.097,false,"FTTH Users Podgorica AZ",true,Bar,success,Europe/Podgorica,,1788786711,1788985370.0397,48293,socks4,109.72.100.113:48293,true,186.70916557312,291869,287826,50.348717860254,109.72.100.113
true,1788985281.8351,elite,5161.2597627024,1788983696.3697,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788983697,1788985370.0392,17903,socks5,45.74.31.25:17903,true,2425.271987915,62,7,89.855072463768,45.74.31.25
true,1788985333.4203,elite,873.18556728584,1696984336.3239,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1788762539,1788985370.0305,4145,socks4,192.111.130.2:4145,true,730.02338409424,437939,915681,32.353171495693,192.111.130.2
true,1788844837.9747,elite,1345.9241880959,1787506812.7398,"AS138995 Antbox Networks Limited",ANTBOX1-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"Antbox Network Limited",22.3193,114.169,false,"Antbox Network Limited",true,Kowloon,success,Asia/Hong_Kong,999077,1788715849,1788985370.018,30002,socks5,45.194.33.12:30002,true,1186.2726211548,68854,28,99.959350773787,45.194.33.12
true,1788985349.4441,elite,837.56721639909,1788501660.1733,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"DigitalOcean, LLC",false,"New Jersey",success,America/New_York,07047,1788498749,1788985369.8768,10000,socks4,159.223.139.31:10000,true,698.02188873291,11597,13863,45.549882168107,159.223.139.31
true,1788985369.8172,elite,2562.9318263864,1696983860.3329,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788912907,1788985369.8172,4145,socks4,184.181.217.210:4145,true,3825.4582881927,850892,886912,48.963634564082,184.181.217.210
true,1788985369.7139,elite,2692.5207652471,1776081300.7191,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Phoenix,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.4532,-112.0748,false,"Cox Communications Inc.",true,Arizona,success,America/Phoenix,85001,1788781395,1788985369.7139,4145,socks5,98.182.147.97:4145,true,958.42957496643,134584,71856,65.192792094555,98.182.147.97
true,1788985245.5242,elite,4109.1522624528,1786205554.5876,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1788624452,1788985369.6245,1080,socks5,203.189.155.68:1080,true,1362.2710704803,33738,42775,44.094467606812,203.189.155.68
true,1788985369.6076,elite,1131.3791234287,1776079082.6716,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1788782372,1788985369.6076,4145,socks5,192.111.139.162:4145,true,904.44016456604,91429,77385,54.159607615482,192.111.139.162
true,1788985303.0539,elite,11720.740009631,1787883716.9313,"AS57494 Adman LLC",ADMAN-AS,Novosibirsk,Europe,EU,Russia,RU,,true,"Adman LLC",55.0386,82.9425,false,"JSC ""TIMEWEB""",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1788486959,1788985369.5632,9050,socks5,186.246.31.197:9050,true,3491.9283390045,8604,14403,37.397313860999,186.246.31.197
true,1788985297.1651,elite,2552.8949756253,1696983091.0548,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"Baton Rouge","North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4588,-91.0581,false,"Cox Communications Inc.",true,Louisiana,success,America/Chicago,70815,1788637300,1788985369.561,4145,socks4,174.64.199.79:4145,true,1833.2576751709,545298,1018258,34.875501740903,174.64.199.79
true,1788964592.0093,elite,1765.2443624827,1697032231.9881,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1091,-84.6082,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45238,1788395688,1788985369.5401,31034,socks4,72.49.49.11:31034,true,2061.0702037811,1177562,702531,62.633178252352,72.49.49.11
true,1788985190.5392,elite,4893.7420027472,1788115149.613,"AS209783 Avaye Segal Net Co. PJS",segalnet,Tehran,Asia,AS,Iran,IR,,false,"Avaye Segal Net Co. PJS",35.7219,51.3347,false,"Pardazesh Argham Yasna Co",true,Tehran,success,Asia/Tehran,,1788718666,1788985369.5147,2080,socks4,194.31.108.109:2080,true,3788.1844043732,61163,7039,89.679188293598,194.31.108.109
true,1788985361.1887,elite,2989.0768256303,1788593519.3975,"AS36352 HostPapa",AS-COLOCROSSING,"Santa Clara","North America",NA,"United States",US,,true,HostPapa,37.353,-121.9544,false,"RackNerd LLC",false,California,success,America/Los_Angeles,95052,1788591964,1788985369.3524,40001,socks5,107.175.194.203:40001,true,3779.6301841736,5558,5559,49.995502383737,107.175.194.203
true,1788984813.4642,elite,1903.3901299803,1788460255.4513,"AS46844 Sharktech",SHARKTECH,"Los Angeles","North America",NA,"United States",US,,true,Sharktech,34.0515,-118.2707,false,Sharktech,true,California,success,America/Los_Angeles,90017,1788458909,1788985369.3262,443,socks5,107.167.18.122:443,true,1840.6088352203,20459,2592,88.755368530649,107.167.18.122
true,1788946652.3331,elite,1720.3018991652,1710544372.4973,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Cincinnati Bell Telephone Company LLC",39.2607,-84.4111,false,Altafiber,true,Ohio,success,America/New_York,45241,1788785717,1788985369.3139,41679,socks4,66.42.224.229:41679,true,2073.5304355621,1138395,661549,63.246134324179,66.42.224.229
true,1788977191.717,elite,1913.6257684734,1788576624.7361,"AS18403 FPT Telecom Company",FPT-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"FPT Telecom Company",21.0184,105.8461,false,"Vietnam Internet Network Information Center",false,Hanoi,success,Asia/Bangkok,100000,1788574174,1788985369.2901,1083,socks5,58.187.162.191:1083,true,1348.7207889557,18535,887,95.433014107713,58.187.162.191
true,1788985369.2625,elite,3200.7203143483,1779898922.6508,"AS216127 INTERNATIONAL HOSTING COMPANY LIMITED",NUXT-AS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"International Hosting Company Limited",50.1169,8.6837,false,"nuxt.cloud hosting provider",true,Hesse,success,Europe/Berlin,60313,1788874146,1788985369.2625,1080,socks5,144.31.189.114:1080,true,598.85549545288,26577,88814,23.032125555719,144.31.189.114
true,1788981497.8751,elite,3181.2632470392,1788897518.4739,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",false,"Grand Est",success,Europe/Paris,67630,1788895129,1788985369.2277,1080,socks5,161.97.114.197:1080,true,451.21026039124,3584,181,95.192563081009,161.97.114.197
true,1788985369.2089,elite,2571.4903758278,1696986761.991,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Tulsa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.0496,-95.8858,false,"Cox Communications",true,Oklahoma,success,America/Chicago,74133,1788785794,1788985369.2089,10919,socks4,98.178.72.21:10919,true,3849.7586250305,619605,979458,38.748004300018,98.178.72.21
true,1788985314.229,elite,3484.3434508374,1786262473.2376,"AS270399 Itaconect Serviços de Comunicação e Multimidia","Itaconect Serviços de Comunicação e Multimidia",Itanhém,"South America",SA,Brazil,BR,,false,"Itaconect Serviços de Comunicação e Multimidia",-17.083,-40.3633,false,"Itaconect Serviços de Comunicação e Multimidia",true,Bahia,success,America/Bahia,45970,1788678629,1788985369.1369,1080,socks4,190.89.4.182:1080,true,4283.1320762634,51194,70774,41.973304473304,190.89.4.182
true,1788985300.9183,elite,3216.0796739574,1788911739.5067,"AS62005 BlueVPS OU",BV-EU-AS,Tallinn,Europe,EU,Estonia,EE,,true,"BlueVPS OU",59.4369,24.7535,false,"BlueVPS OU",false,Harjumaa,success,Europe/Tallinn,,1788911897,1788985369.0932,1080,socks4,146.19.143.200:1080,true,1229.3288707733,2456,1788,57.869934024505,146.19.143.200
true,1788985335.7591,elite,1621.2328270955,1777407722.831,"AS47232 ISP Alliance a.s.",ISPAlliance,Jirkov,Europe,EU,Czechia,CZ,,false,"ISP Alliance a.s.",50.5001,13.4524,false,"GRAPE SC",true,"Ústí nad Labem Region",success,Europe/Prague,"431 11",1788896875,1788985369.049,4145,socks4,78.111.112.118:4145,true,3110.0044250488,171850,288122,37.360969798162,78.111.112.118
true,1788975695.9995,elite,1820.8730357871,1783542621.0238,"AS134760 Shijiazhuang IDC network, CHINANET Hebei province",ChinaNet-Hebei-Shijiazhuang-IDC,Shijiazhuang,Asia,AS,China,CN,,false,"Shijiazhuang IDC network, CHINANET Hebei province",38.036,114.47,false,"Chinanet HE",true,Hebei,success,Asia/Shanghai,050000,1788983086,1788985369.0252,17981,http,27.185.218.213:17981,true,1497.3719120026,88346,2351,97.407852519929,27.185.218.213
true,1788985368.9966,elite,3057.5185352158,1788337616.1944,"AS31257 Orion Telecom LLC",ORIONNET-KRK,Krasnoyarsk,Europe,EU,Russia,RU,,false,"Orion Telecom",56.0374,92.9314,false,"Orion Telecom LLC",false,"Krasnoyarsk Krai",success,Asia/Krasnoyarsk,660020,1788940456,1788985368.9966,1080,socks5,94.73.200.55:1080,true,3607.9409122467,6192,9271,40.043975942573,94.73.200.55
true,1788985368.9958,elite,2743.8834997567,1783186400.8563,"AS49571 CELLNET Company for Internet Services Ltd.",CELLNET-AS,Sulaymaniyah,Asia,AS,Iraq,IQ,,false,"CELLNET - Garden City",35.565,45.4329,false,"CellNet ltd",true,"Sulaymaniyah Governorate",success,Asia/Baghdad,,1788629313,1788985368.9958,1080,socks4,188.72.16.74:1080,true,1422.2016334534,160545,133814,54.540544029569,188.72.16.74
true,1788985356.8534,elite,4104.3249506987,1776088176.6791,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co",11.5583,104.9121,false,,true,"Phnom Penh",success,Asia/Phnom_Penh,,1788787708,1788985368.977,1080,socks5,203.189.135.140:1080,true,4353.2536029816,71522,88444,44.710751034595,203.189.135.140
true,1788985328.5832,elite,3115.9411221274,1776084105.1478,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,Azcom,true,"Phnom Penh",success,Asia/Phnom_Penh,,1788786204,1788985368.9435,1080,socks5,103.239.52.100:1080,true,1443.8500404358,71883,98691,42.141827007633,103.239.52.100
true,1788985365.7465,elite,3385.684443047,1696991977.6533,"AS23969 TOT Public Company Limited",TOT-NET,Bangkok,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.859,100.4772,false,"TOT Public Company Limited",true,Bangkok,success,Asia/Bangkok,10250,1788568998,1788985368.8134,4145,socks4,182.53.96.56:4145,true,3883.0602169037,285847,977566,22.624984862432,182.53.96.56
true,1788985368.7702,elite,6377.3550550633,1784623675.2361,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",true,"Grand Est",success,Europe/Paris,67630,1788856027,1788985368.7702,8888,socks5,161.97.119.1:8888,true,4547.812461853,33078,59677,35.661689396798,161.97.119.1
true,1788985368.7605,elite,2194.343670854,1783215063.4814,"AS41985 Stargroup LLC",STARGROUP-UA-AS,Kyiv,Europe,EU,Ukraine,UA,,false,"Stargroup LLC",50.458,30.5303,false,"Stargroup LLC",true,"Kyiv City",success,Europe/Kyiv,01001,1788655685,1788985368.7605,3129,socks4,185.244.158.4:3129,true,1242.7592277527,164845,130036,55.902211400531,185.244.158.4
